,,,,,,,
Year,NMFS Name,Pounds,Metric Tons,Dollars,Deflated Dollars,Confidentiality,Collection
2013,"SURGEONFISH, EYESTRIPED","59,404",27,,,Public,Recreational
2013,"SURGEONFISH, GOLDRING","2,208",1,"7,312","9,435",Public,Commercial
2013,"SURGEONFISH, GOLDRING",,,,,Public,Recreational
2013,"SURGEONFISH, ORANGEBAND","12,379",6,"16,947","21,867",Public,Commercial
2013,"SURGEONFISH, ORANGEBAND",,,,,Public,Recreational
2013,"SURGEONFISH, RINGTAI","6,137",3,"8,568","11,055",Public,Commercial
2013,"SURGEONFISH, RINGTAI",,,,,Public,Recreational
2013,"SURGEONFISH, YELLOWFIN",,,,,Public,Recreational
2013,SURGEONFISHES,"31,582",14,"53,793","69,410",Public,Commercial
2013,SURGEONFISHES **,327,0,972,"1,254",Public,Commercial
2013,"SWEEPER, GLASSY",,,,,Confidential,Commercial
2013,SWORDFISH,,,,,Confidential,Commercial
2013,SWORDFISH,"7,481,527","3,394","22,708,214","29,300,921",Public,Commercial
2013,SWORDFISH,"140,761",64,,,Public,Recreational
2013,"TANG, ACHILLES",,,,,Public,Recreational
2013,"TANG, BLUE","6,132",3,"32,063","41,372",Public,Commercial
2013,"TANG, CONVICT","19,170",9,"55,859","72,076",Public,Commercial
2013,"TANG, CONVICT","30,322",14,,,Public,Recreational
2013,TARPON,,,,,Confidential,Commercial
2013,TARPON,,,,,Public,Recreational
2013,TAUTOG,,,,,Confidential,Commercial
2013,TAUTOG,"275,846",125,"919,663","1,186,662",Public,Commercial
2013,TAUTOG,"9,017,201","4,090",,,Public,Recreational
2013,"TENPOUNDER, HAWAIIAN",698,0,"1,203","1,552",Public,Commercial
2013,"TERRAPIN, DIAMONDBACK",,,,,Confidential,Commercial
2013,THORNBACK,384,0,,,Public,Recreational
2013,"THORNYHEAD, LONGSPINE",,,,,Confidential,Commercial
2013,"THORNYHEAD, LONGSPINE","2,318,075","1,051","1,072,816","1,384,278",Public,Commercial
2013,"THORNYHEAD, SHORTSPINE",,,,,Confidential,Commercial
2013,"THORNYHEAD, SHORTSPINE","2,261,960","1,026","3,160,320","4,077,832",Public,Commercial
2013,"THREADFIN, ATLANTIC",,,,,Public,Recreational
2013,"THREADFIN, SIX-FINGERED",72,0,467,603,Public,Commercial
2013,"THREADFIN, SIX-FINGERED","4,663",2,,,Public,Recreational
2013,TILAPIA,,,,,Public,Recreational
2013,TILAPIAS **,"216,663",98,"125,740","162,245",Public,Commercial
2013,"TILEFISH, BLACKLINE",,,,,Confidential,Commercial
2013,"TILEFISH, BLUELINE",,,,,Confidential,Commercial
2013,"TILEFISH, BLUELINE","354,959",161,"770,306","993,942",Public,Commercial
2013,"TILEFISH, BLUELINE","512,670",233,,,Public,Recreational
2013,"TILEFISH, GOLDEN",,,,,Confidential,Commercial
2013,"TILEFISH, GOLDEN","2,923,807","1,326","8,742,076","11,280,098",Public,Commercial
2013,"TILEFISH, GOLDEN","31,308",14,,,Public,Recreational
2013,"TILEFISH, GOLDFACE",,,,,Confidential,Commercial
2013,"TILEFISH, GOLDFACE",221,0,480,620,Public,Commercial
2013,"TILEFISH, SAND",,,,,Confidential,Commercial
2013,"TILEFISH, SAND","2,390",1,"3,226","4,162",Public,Commercial
2013,"TILEFISH, SAND","14,337",7,,,Public,Recreational
2013,TILEFISHES,,,,,Public,Recreational
2013,TILEFISHES **,,,,,Confidential,Commercial
2013,TILEFISHES **,"1,108",1,892,"1,151",Public,Commercial
2013,"TOADFISH, GULF",,,,,Public,Recreational
2013,"TOADFISH, OYSTER",,,,,Confidential,Commercial
2013,"TOADFISH, OYSTER",360,0,"1,440","1,858",Public,Commercial
2013,"TOADFISH, OYSTER","161,457",73,,,Public,Recreational
2013,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",,,,,Confidential,Commercial
2013,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **","27,792",13,"58,217","75,119",Public,Commercial
2013,TOBACCOFISH,,,,,Confidential,Commercial
2013,TOBACCOFISH,70,0,352,454,Public,Commercial
2013,"TOMCOD, PACIFIC",,,,,Confidential,Commercial
2013,TOMTATE,,,,,Confidential,Commercial
2013,TOMTATE,"105,347",48,,,Public,Recreational
2013,TOPSMELT,"14,619",7,,,Public,Recreational
2013,"TREEFROG, GREEN","3,060",1,"8,154","10,521",Public,Commercial
2013,"TREVALLY, BIGEYE",440,0,"1,142","1,474",Public,Commercial
2013,"TREVALLY, BIGEYE","8,188",4,,,Public,Recreational
2013,"TREVALLY, BLUEFIN","2,272",1,"6,757","8,719",Public,Commercial
2013,"TREVALLY, BLUEFIN","279,527",127,,,Public,Recreational
2013,"TREVALLY, GIANT","7,024",3,"19,039","24,566",Public,Commercial
2013,"TREVALLY, GIANT","278,975",127,,,Public,Recreational
2013,"TREVALLY, GOLDEN",,,,,Public,Recreational
2013,"TRIGGERFISH, FINESCALE",734,0,,,Public,Recreational
2013,"TRIGGERFISH, GRAY",,,,,Confidential,Commercial
2013,"TRIGGERFISH, GRAY","43,325",20,"92,947","119,931",Public,Commercial
2013,"TRIGGERFISH, GRAY","1,788,544",811,,,Public,Recreational
2013,"TRIGGERFISH, OCEAN",,,,,Confidential,Commercial
2013,"TRIGGERFISH, OCEAN","1,094",0,"1,900","2,451",Public,Commercial
2013,"TRIGGERFISH, OCEAN","136,597",62,,,Public,Recreational
2013,"TRIGGERFISH, QUEEN",,,,,Confidential,Commercial
2013,"TRIGGERFISH, QUEEN","5,772",3,"13,907","17,944",Public,Commercial
2013,"TRIGGERFISH, QUEEN","9,405",4,,,Public,Recreational
2013,TRIGGERFISHES,,,,,Public,Recreational
2013,TRIGGERFISHES **,,,,,Confidential,Commercial
2013,TRIGGERFISHES **,"378,444",172,"741,861","957,241",Public,Commercial
2013,TRIPLETAIL,,,,,Confidential,Commercial
2013,TRIPLETAIL,"22,500",10,"65,935","85,078",Public,Commercial
2013,TRIPLETAIL,"614,398",279,,,Public,Recreational
2013,"TROUT, CUTTHROAT",,,,,Public,Recreational
2013,"TROUT, LAKE","1,221,356",554,"792,310","1,022,336",Public,Commercial
2013,"TROUT, RAINBOW","344,463",156,"761,307","982,332",Public,Commercial
2013,"TROUT, RAINBOW",,,,,Public,Recreational
2013,TRUMPETFISH,49,0,796,"1,027",Public,Commercial
2013,TRUMPETFISH,,,,,Public,Recreational
2013,"TRUNKFISH, SPOTTED",,,,,Confidential,Commercial
2013,"TRUNKFISHES, THREE-ANGLED **",,,,,Confidential,Commercial
2013,"TRUNKFISHES, THREE-ANGLED **",136,0,181,233,Public,Commercial
2013,"TUNA, ALBACORE",,,,,Confidential,Commercial
2013,"TUNA, ALBACORE","29,853,099","13,541","44,268,540","57,120,699",Public,Commercial
2013,"TUNA, ALBACORE","6,078,637","2,757",,,Public,Recreational
2013,"TUNA, BIGEYE",,,,,Confidential,Commercial
2013,"TUNA, BIGEYE","16,736,689","7,592","70,606,672","91,105,382",Public,Commercial
2013,"TUNA, BIGEYE","878,369",398,,,Public,Recreational
2013,"TUNA, BLACKFIN",,,,,Confidential,Commercial
2013,"TUNA, BLACKFIN","41,402",19,"60,779","78,425",Public,Commercial
2013,"TUNA, BLACKFIN","3,187,041","1,446",,,Public,Recreational
2013,"TUNA, BLUEFIN",,,,,Confidential,Commercial
2013,"TUNA, BLUEFIN","843,225",382,"5,666,888","7,312,112",Public,Commercial
2013,"TUNA, BLUEFIN","1,830,496",830,,,Public,Recreational
2013,"TUNA, BLUEFIN PACIFIC",,,,,Confidential,Commercial
2013,"TUNA, BLUEFIN PACIFIC","22,759",10,"68,532","88,428",Public,Commercial
2013,"TUNA, KAWAKAWA","5,224",2,"14,263","18,404",Public,Commercial
2013,"TUNA, KAWAKAWA","31,742",14,,,Public,Recreational
2013,"TUNA, LITTLE TUNNY",,,,,Confidential,Commercial
2013,"TUNA, LITTLE TUNNY","618,692",281,"307,155","396,328",Public,Commercial
2013,"TUNA, LITTLE TUNNY","5,238,458","2,376",,,Public,Recreational
2013,"TUNA, SKIPJACK",,,,,Confidential,Commercial
2013,"TUNA, SKIPJACK","933,162",423,"1,338,883","1,727,592",Public,Commercial
2013,"TUNA, SKIPJACK","3,932,558","1,784",,,Public,Recreational
2013,"TUNA, YELLOWFIN",,,,,Confidential,Commercial
2013,"TUNA, YELLOWFIN","6,739,942","3,057","23,860,213","30,787,371",Public,Commercial
2013,"TUNA, YELLOWFIN","15,718,930","7,130",,,Public,Recreational
2013,TUNAS,,,,,Public,Recreational
2013,TUNAS **,,,,,Confidential,Commercial
2013,TUNAS **,"5,099",2,"3,417","4,409",Public,Commercial
2013,"TUNICATES, SEA SQUIRTS **",,,,,Confidential,Commercial
2013,"TUNICATES, SEA SQUIRTS **","3,004",1,"6,228","8,036",Public,Commercial
2013,"TURBOT, DIAMOND",126,0,,,Public,Commercial
2013,"TURBOT, DIAMOND",51,0,,,Public,Recreational
2013,"TURBOT, HORNYHEAD","7,796",4,"14,369","18,541",Public,Commercial
2013,"TURTLE, COMMON MUSK",,,,,Confidential,Commercial
2013,"TURTLES, NORTH AMERICAN SOFTSHELL **",583,0,946,"1,221",Public,Commercial
2013,"TURTLES, SNAPPING","133,199",60,"68,813","88,791",Public,Commercial
2013,ULOTRICHALES **,"2,211",1,"33,059","42,656",Public,Commercial
2013,"UNICORN FISH, ORANGESPINE","6,282",3,"12,456","16,072",Public,Commercial
2013,"UNICORN FISH, ORANGESPINE",,,,,Public,Recreational
2013,"UNICORN FISH, WHITEMARGIN",,,,,Public,Recreational
2013,"UNICORNFISH, BLUE SPINE",,,,,Public,Recreational
2013,"UNICORNFISH, SLEEK","5,749",3,"8,078","10,423",Public,Commercial
2013,"UNICORNFISH, SLEEK",,,,,Public,Recreational
2013,"URCHIN, GREEN SEA, (L. VARIEGATUS)","37,286",17,"74,850","96,580",Public,Commercial
2013,"URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","1,987,929",902,"5,781,216","7,459,633",Public,Commercial
2013,"URCHIN, PURPLE-SPINED SEA",,,,,Confidential,Commercial
2013,"URCHIN, PURPLE-SPINED SEA","5,291",2,"31,435","40,562",Public,Commercial
2013,"URCHIN, ROCK BORING","6,033",3,"4,444","5,734",Public,Commercial
2013,"URCHIN, SLATE PENCIL","14,814",7,"37,000","47,742",Public,Commercial
2013,"URCHINS, SEA, ECHINOIDEA (CLASS) **",866,0,"1,124","1,450",Public,Commercial
2013,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",,,,,Confidential,Commercial
2013,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","14,503,338","6,579","11,248,631","14,514,362",Public,Commercial
2013,"VERTEBRATES, JAWED",,,,,Confidential,Commercial
2013,"VERTEBRATES, JAWED","5,326,655","2,416","2,503,667","3,230,538",Public,Commercial
2013,"VERTEBRATES, JAWED","34,604",16,,,Public,Recreational
2013,WAHOO,,,,,Confidential,Commercial
2013,WAHOO,"902,964",410,"2,728,306","3,520,395",Public,Commercial
2013,WAHOO,"1,722,307",781,,,Public,Recreational
2013,WALLEYE,"40,943",19,"91,301","117,808",Public,Commercial
2013,WEAKFISH,,,,,Confidential,Commercial
2013,WEAKFISH,"354,062",161,"576,728","744,164",Public,Commercial
2013,WEAKFISH,"588,929",267,,,Public,Recreational
2013,WENCHMAN,,,,,Confidential,Commercial
2013,"WHELK, CHANNELED",,,,,Confidential,Commercial
2013,"WHELK, CHANNELED","1,230,439",558,"7,818,135","10,087,916",Public,Commercial
2013,"WHELK, KNOBBED",,,,,Confidential,Commercial
2013,"WHELK, KNOBBED","690,636",313,"1,715,463","2,213,501",Public,Commercial
2013,"WHELK, LIGHTNING",,,,,Confidential,Commercial
2013,"WHELK, LIGHTNING","9,700",4,"11,819","15,250",Public,Commercial
2013,"WHELK, WAVED",,,,,Confidential,Commercial
2013,"WHELK, WAVED","1,986,649",901,"1,043,900","1,346,968",Public,Commercial
2013,WHELKS **,"924,553",419,"947,829","1,223,005",Public,Commercial
2013,"WHELKS, BUSYCON **","10,119",5,"4,539","5,857",Public,Commercial
2013,"WHITEFISH, LAKE","7,380,778","3,348","13,934,028","17,979,391",Public,Commercial
2013,"WHITEFISH, OCEAN","2,821",1,"6,654","8,586",Public,Commercial
2013,"WHITEFISH, OCEAN","51,875",24,,,Public,Recreational
2013,"WHITEFISH, ROUND","13,102",6,"10,817","13,957",Public,Commercial
2013,WINDOWPANE,,,,,Confidential,Commercial
2013,WINDOWPANE,"40,817",19,"21,470","27,703",Public,Commercial
2013,WINDOWPANE,79,0,,,Public,Recreational
2013,WITHHELD FOR CONFIDENTIALITY,"40,793,061","18,504","36,337,651","46,887,291",Public,Commercial
2013,WITHHELD FOR CONFIDENTIALITY,"2,080,869",944,"3,477,147","4,486,646",Confidential,Commercial
2013,WOLF-EEL,,,,,Confidential,Commercial
2013,WOLF-EEL,223,0,234,302,Public,Commercial
2013,WOLF-EEL,"7,094",3,,,Public,Recreational
2013,"WOLFFISH, ATLANTIC",,,,,Confidential,Commercial
2013,"WRASSE, BLACKEAR",,,,,Confidential,Commercial
2013,"WRASSE, CHRISTMAS","3,929",2,,,Public,Recreational
2013,"WRASSE, CLOWN",261,0,"1,148","1,481",Public,Commercial
2013,"WRASSE, CREOLE",,,,,Confidential,Commercial
2013,"WRASSE, CREOLE",231,0,515,664,Public,Commercial
2013,"WRASSE, OTHER",,,,,Public,Recreational
2013,"WRASSE, OTHER **",,,,,Confidential,Commercial
2013,"WRASSE, OTHER **",263,0,"1,354","1,747",Public,Commercial
2013,"WRASSE, RINGTAIL",,,,,Public,Recreational
2013,"WRASSE, ROCK",168,0,,,Public,Recreational
2013,"WRASSE, SADDLE",,,,,Public,Recreational
2013,"WRASSE, YELLOWHEAD",390,0,936,"1,208",Public,Commercial
2013,WRECKFISH,,,,,Confidential,Commercial
2013,WRECKFISH,"35,722",16,"128,540","165,858",Public,Commercial
2013,,"3,101",1,"10,328","13,326",Public,Commercial
2014,ALEWIFE,,,,,Confidential,Commercial
2014,ALEWIFE,"29,387",13,,,Public,Recreational
2014,"AMBERJACK, GREATER",,,,,Confidential,Commercial
2014,"AMBERJACK, GREATER","1,458,081",661,"2,061,293","2,612,538",Public,Commercial
2014,"AMBERJACK, GREATER","3,981,468","1,806",,,Public,Recreational
2014,"AMBERJACK, LESSER",,,,,Confidential,Commercial
2014,"AMBERJACK, LESSER","6,092",3,"8,159","10,341",Public,Commercial
2014,"AMBERJACK, LESSER","7,661",3,,,Public,Recreational
2014,AMBERJACKS,,,,,Public,Recreational
2014,AMBERJACKS **,,,,,Confidential,Commercial
2014,AMBERJACKS **,"35,478",16,"40,140","50,874",Public,Commercial
2014,ANCHOVIES,,,,,Public,Recreational
2014,ANCHOVIES **,,,,,Confidential,Commercial
2014,"ANCHOVY, BAY",,,,,Confidential,Commercial
2014,"ANCHOVY, BAY",,,,,Public,Recreational
2014,"ANCHOVY, NORTHERN",,,,,Confidential,Commercial
2014,"ANCHOVY, NORTHERN","23,175,609","10,512","1,621,048","2,054,560",Public,Commercial
2014,"ANCHOVY, NORTHERN","5,040",2,,,Public,Recreational
2014,"ANCHOVY, STRIPED",42,0,,,Public,Recreational
2014,"ANEMONE, OTHER **",,,,,Confidential,Commercial
2014,"ANEMONE, OTHER **","24,267",11,"11,769","14,916",Public,Commercial
2014,"ANEMONE, RINGED",,,,,Confidential,Commercial
2014,"ANEMONE, RINGED",262,0,455,577,Public,Commercial
2014,"ANEMONE, SPECKLED","24,272",11,"112,577","142,684",Public,Commercial
2014,"ANEMONE, SUN",,,,,Confidential,Commercial
2014,"ANEMONE, SUN",962,0,"1,164","1,475",Public,Commercial
2014,"ANEMONE, SUN ZOANTHID **","3,773",2,"4,752","6,023",Public,Commercial
2014,"ANGELFISH, BLUE","4,034",2,"68,789","87,186",Public,Commercial
2014,"ANGELFISH, FRENCH","2,163",1,"41,284","52,324",Public,Commercial
2014,"ANGELFISH, GRAY","3,675",2,"44,504","56,405",Public,Commercial
2014,"ANGELFISH, QUEEN",,,,,Confidential,Commercial
2014,"ANGELFISH, QUEEN","7,466",3,"160,732","203,715",Public,Commercial
2014,ANGELFISHES **,,,,,Confidential,Commercial
2014,ANIMALIA **,,,,,Confidential,Commercial
2014,ANIMALIA **,"4,500",2,"6,069","7,692",Public,Commercial
2014,"ANIMALS, HYDRALIKE **",,,,,Confidential,Commercial
2014,BALLOONFISH,,,,,Confidential,Commercial
2014,BALLOONFISH,187,0,"1,508","1,911",Public,Commercial
2014,BALLYHOO,"2,195",1,"14,976","18,981",Public,Commercial
2014,BALLYHOO,"83,143",38,,,Public,Recreational
2014,BALLYHOOS **,,,,,Confidential,Commercial
2014,BALLYHOOS **,"766,714",348,"597,165","756,863",Public,Commercial
2014,"BARBIER, RED",,,,,Confidential,Commercial
2014,"BARRACUDA, GREAT",,,,,Confidential,Commercial
2014,"BARRACUDA, GREAT","107,788",49,"129,722","164,413",Public,Commercial
2014,"BARRACUDA, GREAT","1,862,097",845,,,Public,Recreational
2014,"BARRACUDA, HELLERS","1,852",1,"3,991","5,058",Public,Commercial
2014,"BARRACUDA, HELLERS",,,,,Public,Recreational
2014,"BARRACUDA, PACIFIC","8,365",4,"8,173","10,358",Public,Commercial
2014,"BARRACUDA, PACIFIC","57,526",26,,,Public,Recreational
2014,"BARRACUDAS, SPHYRAENA (GENUS) **",,,,,Confidential,Commercial
2014,"BARRACUDAS, SPHYRAENA (GENUS) **","1,768",1,"1,565","1,984",Public,Commercial
2014,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,,,,Confidential,Commercial
2014,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **","15,136",7,"18,661","23,652",Public,Commercial
2014,BARRELFISH,,,,,Confidential,Commercial
2014,BARRELFISH,"35,322",16,"101,652","128,837",Public,Commercial
2014,BARRELFISH,877,0,,,Public,Recreational
2014,"BASS, BANK SEA",,,,,Confidential,Commercial
2014,"BASS, BANK SEA",902,0,"3,487","4,420",Public,Commercial
2014,"BASS, BANK SEA","1,254",1,,,Public,Recreational
2014,"BASS, BLACK SEA",,,,,Confidential,Commercial
2014,"BASS, BLACK SEA","2,851,712","1,294","8,648,144","10,960,893",Public,Commercial
2014,"BASS, BLACK SEA","9,085,138","4,121",,,Public,Recreational
2014,"BASS, CAVE",,,,,Confidential,Commercial
2014,"BASS, CHALK",119,0,587,744,Public,Commercial
2014,"BASS, HARLEQUIN",630,0,"1,903","2,412",Public,Commercial
2014,"BASS, KELP","116,667",53,,,Public,Recreational
2014,"BASS, LANTERN",,,,,Confidential,Commercial
2014,"BASS, LANTERN",194,0,577,731,Public,Commercial
2014,"BASS, LARGEMOUTH","224,929",102,,,Public,Recreational
2014,"BASS, LONGTAIL",,,,,Confidential,Commercial
2014,"BASS, LONGTAIL",99,0,185,235,Public,Commercial
2014,"BASS, LONGTAIL","11,733",5,,,Public,Recreational
2014,"BASS, PEPPERMINT",,,,,Confidential,Commercial
2014,"BASS, ROCK","3,136",1,"2,540","3,219",Public,Commercial
2014,"BASS, ROCK SEA",,,,,Confidential,Commercial
2014,"BASS, ROCK SEA","2,020",1,"1,917","2,429",Public,Commercial
2014,"BASS, ROCK SEA","7,180",3,,,Public,Recreational
2014,"BASS, ROUGHTONGUE",,,,,Confidential,Commercial
2014,"BASS, STRIPED",,,,,Confidential,Commercial
2014,"BASS, STRIPED","6,328,249","2,870","22,102,992","28,013,932",Public,Commercial
2014,"BASS, STRIPED","48,121,065","21,828",,,Public,Recreational
2014,"BASS, THREADNOSE",,,,,Confidential,Commercial
2014,"BASS, WHITE","1,118,198",507,"746,194","945,747",Public,Commercial
2014,"BASS, WHITE SEA","273,925",124,"1,136,612","1,440,573",Public,Commercial
2014,"BASS, WHITE SEA","80,204",36,,,Public,Recreational
2014,"BASS, WRASSE",,,,,Confidential,Commercial
2014,"BASSES, MIXED SEA",,,,,Public,Recreational
2014,"BASSES, MIXED SEA **",,,,,Confidential,Commercial
2014,"BASSES, MIXED SEA **","6,118",3,"8,355","10,589",Public,Commercial
2014,"BASSLET, CANDY",,,,,Confidential,Commercial
2014,"BATFISH, OTHER **",,,,,Confidential,Commercial
2014,"BATFISH, OTHER **",430,0,658,834,Public,Commercial
2014,BEAUGREGORY,215,0,746,945,Public,Commercial
2014,"BEAUTY, ROCK","5,489",2,"33,618","42,609",Public,Commercial
2014,BIGEYE,,,,,Confidential,Commercial
2014,BIGEYE,"4,715",2,"15,609","19,783",Public,Commercial
2014,BIGEYE,"8,541",4,,,Public,Recreational
2014,"BIGEYE, HAWAIIAN","5,216",2,,,Public,Recreational
2014,"BIGEYE, SHORT","9,056",4,,,Public,Recreational
2014,BIGEYES,,,,,Public,Recreational
2014,BIGEYES **,"1,817",1,"2,071","2,625",Public,Commercial
2014,BILLFISHES,,,,,Public,Recreational
2014,"BISCUIT, INFLATED SEA",27,0,77,97,Public,Commercial
2014,"BISCUITS, SEA **",106,0,539,683,Public,Commercial
2014,BLACKSMITH,"18,603",8,,,Public,Recreational
2014,BLACKTIPPED SOLDIERFISH,"52,291",24,"236,865","300,209",Public,Commercial
2014,"BLENNY, BANDED",,,,,Confidential,Commercial
2014,"BLENNY, BARRED",,,,,Confidential,Commercial
2014,"BLENNY, FLORIDA",389,0,699,885,Public,Commercial
2014,"BLENNY, GLASS",,,,,Confidential,Commercial
2014,"BLENNY, HAIRY",,,,,Confidential,Commercial
2014,"BLENNY, HAIRY",13,0,18,22,Public,Commercial
2014,"BLENNY, MARBLED",,,,,Confidential,Commercial
2014,"BLENNY, MARBLED",41,0,87,110,Public,Commercial
2014,"BLENNY, OTHER **","1,003",0,"1,973","2,501",Public,Commercial
2014,"BLENNY, REDLIP",,,,,Confidential,Commercial
2014,"BLENNY, REDLIP",58,0,199,252,Public,Commercial
2014,"BLENNY, SADDLED",161,0,360,457,Public,Commercial
2014,"BLENNY, SAILFIN","1,490",1,"4,397","5,573",Public,Commercial
2014,"BLENNY, WRASSE",,,,,Confidential,Commercial
2014,BLUEFISH,,,,,Confidential,Commercial
2014,BLUEFISH,"5,177,256","2,348","3,100,526","3,929,691",Public,Commercial
2014,BLUEFISH,"28,037,568","12,718",,,Public,Recreational
2014,BLUEGILL,245,0,,,Public,Recreational
2014,BLUEHEAD,"4,049",2,"10,276","13,024",Public,Commercial
2014,BOARFISHES **,,,,,Confidential,Commercial
2014,BONEFISH,,,,,Public,Recreational
2014,"BONEFISH, SMALLMOUTH","120,022",54,,,Public,Recreational
2014,"BONITO, ATLANTIC",,,,,Confidential,Commercial
2014,"BONITO, ATLANTIC","81,565",37,"157,738","199,922",Public,Commercial
2014,"BONITO, ATLANTIC","435,717",198,,,Public,Recreational
2014,"BONITO, PACIFIC","71,011",32,"24,731","31,345",Public,Commercial
2014,"BONITO, PACIFIC","172,534",78,,,Public,Recreational
2014,"BONITO, STRIPED","1,521",1,,,Public,Recreational
2014,BOWFIN,"564,413",256,"413,882","524,565",Public,Commercial
2014,BOXFISHES **,,,,,Confidential,Commercial
2014,BOXFISHES **,"1,124",1,733,929,Public,Commercial
2014,"BREAM, RED",,,,,Confidential,Commercial
2014,"BREAM, RED",48,0,139,176,Public,Commercial
2014,"BREAM, SEA",858,0,,,Public,Recreational
2014,"BROTULA, BEARDED",,,,,Confidential,Commercial
2014,"BROTULA, BEARDED",247,0,,,Public,Recreational
2014,"BROTULA, BLACK",,,,,Confidential,Commercial
2014,"BROTULA, KEY",,,,,Confidential,Commercial
2014,BRYOZOA,,,,,Confidential,Commercial
2014,BRYOZOA,151,0,"1,712","2,169",Public,Commercial
2014,BUFFALOFISHES **,"3,181,981","1,443","881,429","1,117,147",Public,Commercial
2014,"BULLHEAD, BROWN","29,932",14,"11,080","14,043",Public,Commercial
2014,"BULLHEAD, BROWN","52,203",24,,,Public,Recreational
2014,"BULLHEAD, YELLOW",,,,,Public,Recreational
2014,BULLHEADS **,"5,287",2,"1,215","1,539",Public,Commercial
2014,"BUMPER, ATLANTIC",,,,,Confidential,Commercial
2014,"BUMPER, ATLANTIC","69,461",32,"34,637","43,899",Public,Commercial
2014,"BUMPER, ATLANTIC","45,538",21,,,Public,Recreational
2014,BURBOT,"13,914",6,"4,089","5,182",Public,Commercial
2014,"BURRFISH, STRIPED","3,422",2,"3,195","4,050",Public,Commercial
2014,"BURRFISH, STRIPED","10,298",5,,,Public,Recreational
2014,BURRFISHES,37,0,204,258,Public,Commercial
2014,"BUTTERCLAM, WASHINGTON",,,,,Confidential,Commercial
2014,"BUTTERCLAM, WASHINGTON","21,279",10,"33,606","42,592",Public,Commercial
2014,BUTTERFISH,,,,,Confidential,Commercial
2014,BUTTERFISH,"6,911,971","3,135","4,595,924","5,824,999",Public,Commercial
2014,BUTTERFISH,,,,,Public,Recreational
2014,BUTTERFISH FAMILY,,,,,Public,Recreational
2014,"BUTTERFISH, GULF",,,,,Confidential,Commercial
2014,"BUTTERFISH, GULF","351,415",159,"128,738","163,166",Public,Commercial
2014,"BUTTERFLYFISH, BANDED",194,0,856,"1,084",Public,Commercial
2014,"BUTTERFLYFISH, BANK",,,,,Confidential,Commercial
2014,"BUTTERFLYFISH, FOUREYE","1,304",1,"4,593","5,821",Public,Commercial
2014,"BUTTERFLYFISH, FRENCH",,,,,Confidential,Commercial
2014,"BUTTERFLYFISH, LONGSNOUT",,,,,Confidential,Commercial
2014,"BUTTERFLYFISH, REEF",566,0,"2,137","2,708",Public,Commercial
2014,"BUTTERFLYFISH, SPOTFIN",,,,,Confidential,Commercial
2014,"BUTTERFLYFISH, SPOTFIN",208,0,822,"1,042",Public,Commercial
2014,"BUTTERFLYRAY, CALIFORNIA",,,,,Public,Recreational
2014,"Bass, Striped, Bass, White","29,604",13,,,Public,Recreational
2014,CABEZON,"103,286",47,"526,770","667,643",Public,Commercial
2014,CABEZON,"132,224",60,,,Public,Recreational
2014,CAPELIN,,,,,Confidential,Commercial
2014,"CARDINALFISH, TWOSPOT",,,,,Confidential,Commercial
2014,CARDINALFISHES **,,,,,Confidential,Commercial
2014,CARDINALFISHES **,23,0,50,63,Public,Commercial
2014,"CARP, BIGHEAD","518,659",235,"53,481","67,783",Public,Commercial
2014,"CARP, COMMON",,,,,Confidential,Commercial
2014,"CARP, COMMON","666,373",302,"151,181","191,610",Public,Commercial
2014,"CARP, COMMON","203,077",92,,,Public,Recreational
2014,"CARP, GRASS","107,564",49,"21,139","26,793",Public,Commercial
2014,"CARP, SILVER","56,570",26,"7,753","9,826",Public,Commercial
2014,"CASSIOPEA, JAMAICAN",,,,,Confidential,Commercial
2014,"CASSIOPEA, JAMAICAN","2,254",1,"4,951","6,275",Public,Commercial
2014,"CATFISH, BLUE",,,,,Confidential,Commercial
2014,"CATFISH, BLUE","5,660,588","2,568","2,645,665","3,353,188",Public,Commercial
2014,"CATFISH, BLUE","1,785,309",810,,,Public,Recreational
2014,"CATFISH, CHANNEL",,,,,Confidential,Commercial
2014,"CATFISH, CHANNEL","3,604,266","1,635","2,148,235","2,722,731",Public,Commercial
2014,"CATFISH, CHANNEL","4,572,817","2,074",,,Public,Recreational
2014,"CATFISH, FLATHEAD","315,402",143,"180,838","229,199",Public,Commercial
2014,"CATFISH, FLATHEAD","6,609,616","2,998",,,Public,Recreational
2014,"CATFISH, GAFFTOPSAIL","4,693",2,"3,155","3,999",Public,Commercial
2014,"CATFISH, GAFFTOPSAIL","438,147",199,,,Public,Recreational
2014,"CATFISH, HARDHEAD",,,,,Confidential,Commercial
2014,"CATFISH, HARDHEAD","625,412",284,,,Public,Recreational
2014,"CATFISH, WHITE","28,927",13,"14,122","17,899",Public,Commercial
2014,"CATFISH, WHITE","42,316",19,,,Public,Recreational
2014,CATFISHES,,,,,Public,Recreational
2014,CATFISHES **,"725,907",329,"383,436","485,977",Public,Commercial
