Area,Year,Key Species,Number Of Fish,Hr,Notes
South Carolina,2015,Bluefish,"2,597,174",R,
South Carolina,2015,Bluefish,"921,228",H,
South Carolina,2015,Red drum,"1,432,754",R,
South Carolina,2015,Red drum,"258,493",H,
South Carolina,2015,Sharks,"13,389",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
South Carolina,2015,Sharks,"2,920,796",R,
South Carolina,2015,Sheepshead,"141,260",H,
South Carolina,2015,Sheepshead,"367,820",R,
South Carolina,2015,South flounder,"183,725",H,
South Carolina,2015,South flounder,0,R,
South Carolina,2015,South kingfish,"1,368,104",H,
South Carolina,2015,South kingfish,"10,775",R,
South Carolina,2015,Spanish mackerel,"321,930",R,
South Carolina,2015,Spanish mackerel,"389,923",H,
South Carolina,2015,Spotted seatrout,"1,147,982",R,
South Carolina,2015,Spotted seatrout,"311,106",H,
South Carolina,2016,Atlantic croaker and spot,"5,242,770",H,Atlantic croaker and spot include spot and Atlantic croaker.
South Carolina,2016,Atlantic croaker and spot,"8,655,424",R,
South Carolina,2016,Black sea bass,"2,281,759",R,
South Carolina,2016,Black sea bass,"56,290",H,
South Carolina,2016,Bluefish,"1,122,913",H,
South Carolina,2016,Bluefish,"1,583,076",R,
South Carolina,2016,Red drum,"1,266,931",R,
South Carolina,2016,Red drum,"241,224",H,
South Carolina,2016,Sharks,"1,694,182",R,
South Carolina,2016,Sharks,"19,212",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
South Carolina,2016,Sheepshead,"136,444",H,
South Carolina,2016,Sheepshead,"390,648",R,
South Carolina,2016,South flounder,"186,636",H,
South Carolina,2016,South flounder,716,R,
South Carolina,2016,South kingfish,"1,449,512",H,
South Carolina,2016,South kingfish,"45,123",R,
South Carolina,2016,Spanish mackerel,"306,235",H,
South Carolina,2016,Spanish mackerel,"333,635",R,
South Carolina,2016,Spotted seatrout,"1,791,072",R,
South Carolina,2016,Spotted seatrout,"311,168",H,
South Carolina,2017,Atlantic croaker and spot,"2,662,733",H,Atlantic croaker and spot include spot and Atlantic croaker.
South Carolina,2017,Atlantic croaker and spot,"5,124,841",R,
South Carolina,2017,Black sea bass,"197,282",H,
South Carolina,2017,Black sea bass,"3,265,622",R,
South Carolina,2017,Bluefish,"3,105,135",R,
South Carolina,2017,Bluefish,"751,509",H,
South Carolina,2017,Red drum,"2,094,199",R,
South Carolina,2017,Red drum,"455,887",H,
South Carolina,2017,Sharks,"1,429,132",R,
South Carolina,2017,Sharks,"11,415",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
South Carolina,2017,Sheepshead,"204,121",H,
South Carolina,2017,Sheepshead,"436,295",R,
South Carolina,2017,South flounder,"221,019",H,
South Carolina,2017,South flounder,0,R,
South Carolina,2017,South kingfish,"1,783,178",H,
South Carolina,2017,South kingfish,"3,127",R,
South Carolina,2017,Spanish mackerel,"300,244",R,
South Carolina,2017,Spanish mackerel,"45,644",H,
South Carolina,2017,Spotted seatrout,"1,949,554",R,
South Carolina,2017,Spotted seatrout,"647,679",H,
South Carolina,2018,Atlantic croaker and spot,"1,231,662",H,Atlantic croaker and spot include spot and Atlantic croaker.
South Carolina,2018,Atlantic croaker and spot,"5,884,298",R,
South Carolina,2018,Black sea bass,"1,361,654",R,
South Carolina,2018,Black sea bass,"62,853",H,
South Carolina,2018,Bluefish,"1,530,478",R,
South Carolina,2018,Bluefish,"765,113",H,
South Carolina,2018,Red drum,"1,493,803",R,
South Carolina,2018,Red drum,"262,725",H,
South Carolina,2018,Sharks,"1,867,112",R,
South Carolina,2018,Sharks,"6,059",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
South Carolina,2018,Sheepshead,"117,958",H,
South Carolina,2018,Sheepshead,"421,288",R,
South Carolina,2018,South flounder,"113,922",H,
South Carolina,2018,South flounder,853,R,
South Carolina,2018,South kingfish,"3,933",R,
South Carolina,2018,South kingfish,"923,247",H,
South Carolina,2018,Spanish mackerel,"289,250",H,
South Carolina,2018,Spanish mackerel,"322,330",R,
South Carolina,2018,Spotted seatrout,"1,062,769",R,
South Carolina,2018,Spotted seatrout,"256,566",H,
South Carolina,2019,Atlantic croaker and spot,"4,042,109",R,
South Carolina,2019,Atlantic croaker and spot,"907,750",H,Atlantic croaker and spot include spot and Atlantic croaker.
South Carolina,2019,Black sea bass,"2,246,856",R,
South Carolina,2019,Black sea bass,"76,019",H,
South Carolina,2019,Bluefish,"5,571,425",R,
South Carolina,2019,Bluefish,"877,372",H,
South Carolina,2019,Red drum,"2,911,653",R,
South Carolina,2019,Red drum,"333,315",H,
South Carolina,2019,Sharks,"1,797,206",R,
South Carolina,2019,Sharks,"12,988",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
South Carolina,2019,Sheepshead,"164,298",H,
South Carolina,2019,Sheepshead,"532,766",R,
South Carolina,2019,South flounder,"114,115",H,
South Carolina,2019,South flounder,0,R,
South Carolina,2019,South kingfish,"2,076",R,
South Carolina,2019,South kingfish,"895,889",H,
South Carolina,2019,Spanish mackerel,"1,046,972",H,
South Carolina,2019,Spanish mackerel,"1,588,754",R,
South Carolina,2019,Spotted seatrout,"2,476,659",R,
South Carolina,2019,Spotted seatrout,"813,548",H,
South Carolina,2020,Atlantic croaker and spot,"1,219,354",H,Atlantic croaker and spot include spot and Atlantic croaker.
South Carolina,2020,Atlantic croaker and spot,"13,305,270",R,
South Carolina,2020,Black sea bass,"1,157,343",R,
South Carolina,2020,Black sea bass,"48,509",H,
South Carolina,2020,Bluefish,"1,897,968",R,
South Carolina,2020,Bluefish,"289,339",H,
South Carolina,2020,Red drum,"1,705,054",R,
South Carolina,2020,Red drum,"239,874",H,
South Carolina,2020,Sharks,"1,155,655",R,
South Carolina,2020,Sharks,"9,773",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
South Carolina,2020,Sheepshead,"135,481",H,
South Carolina,2020,Sheepshead,"410,796",R,
South Carolina,2020,South flounder,"121,568",H,
South Carolina,2020,South flounder,219,R,
South Carolina,2020,South kingfish,"2,444,242",H,
South Carolina,2020,South kingfish,103,R,
South Carolina,2020,Spanish mackerel,"1,060,185",R,
South Carolina,2020,Spanish mackerel,"861,349",H,
South Carolina,2020,Spotted seatrout,"1,301,634",R,
South Carolina,2020,Spotted seatrout,"511,261",H,
South Carolina,2021,Atlantic croaker and spot,"1,348,563",H,Atlantic croaker and spot include spot and Atlantic croaker.
South Carolina,2021,Atlantic croaker and spot,"9,328,998",R,
South Carolina,2021,Black sea bass,"2,039,807",R,
South Carolina,2021,Black sea bass,"56,849",H,
South Carolina,2021,Bluefish,"172,527",H,
South Carolina,2021,Bluefish,"550,004",R,
South Carolina,2021,Red drum,"1,894,088",R,
South Carolina,2021,Red drum,"210,454",H,
South Carolina,2021,Sharks,"2,523,251",R,
South Carolina,2021,Sharks,"45,096",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
South Carolina,2021,Sheepshead,"166,071",H,
South Carolina,2021,Sheepshead,"799,105",R,
South Carolina,2021,South flounder,"179,874",H,
South Carolina,2021,South flounder,0,R,
South Carolina,2021,South kingfish,"1,277,574",H,
South Carolina,2021,South kingfish,"53,568",R,
South Carolina,2021,Spanish mackerel,"647,701",R,
South Carolina,2021,Spanish mackerel,"752,570",H,
South Carolina,2021,Spotted seatrout,"1,467,051",R,
South Carolina,2021,Spotted seatrout,"483,046",H,
South Carolina,2022,Atlantic croaker and spot,"1,292,353",H,Atlantic croaker and spot include spot and Atlantic croaker.
South Carolina,2022,Atlantic croaker and spot,"8,552,212",R,
South Carolina,2022,Black sea bass,"1,873,522",R,
South Carolina,2022,Black sea bass,"66,282",H,
South Carolina,2022,Bluefish,"2,687,450",R,
South Carolina,2022,Bluefish,"487,654",H,
South Carolina,2022,Red drum,"1,289,714",R,
South Carolina,2022,Red drum,"219,659",H,
South Carolina,2022,Sharks,"1,120,838",R,
South Carolina,2022,Sharks,"11,473",H,"Sharks include unidentified (sharks), shark species, requiem shark family, requiem shark, Atlantic sharpnose shark, requiem shark genus, and blacktip shark."
South Carolina,2022,Sheepshead,"264,604",H,
South Carolina,2022,Sheepshead,"521,997",R,
South Carolina,2022,South flounder,"1,297",R,
South Carolina,2022,South flounder,"237,178",H,
South Carolina,2022,South kingfish,"4,547",R,
South Carolina,2022,South kingfish,"534,203",H,
South Carolina,2022,Spanish mackerel,"1,060,999",H,
South Carolina,2022,Spanish mackerel,"1,401,659",R,
South Carolina,2022,Spotted seatrout,"1,189,063",R,
South Carolina,2022,Spotted seatrout,"281,274",H,
Texas,2013,Atlantic croaker,"146,271",H,
Texas,2013,Atlantic croaker,0,R,
Texas,2013,Black drum,"146,521",H,
Texas,2013,Black drum,0,R,
Texas,2013,King mackerel,"10,065",H,
Texas,2013,King mackerel,0,R,
Texas,2013,Red drum,"262,867",H,
Texas,2013,Red drum,0,R,
Texas,2013,Red snapper,"49,149",H,
Texas,2013,Red snapper,0,R,
Texas,2013,Sand seatrout,"104,719",H,
Texas,2013,Sand seatrout,0,R,
Texas,2013,Sheepshead,"82,115",H,
Texas,2013,Sheepshead,0,R,
Texas,2013,South flounder,"61,156",H,
Texas,2013,South flounder,0,R,
Texas,2013,Spanish mackerel,"1,734",H,
Texas,2013,Spanish mackerel,0,R,
Texas,2013,Spotted seatrout,"783,567",H,
Texas,2013,Spotted seatrout,0,R,
Texas,2014,Atlantic croaker,"117,649",H,
Texas,2014,Atlantic croaker,0,R,
Texas,2014,Black drum,"138,192",H,
Texas,2014,Black drum,0,R,
Texas,2014,King mackerel,"13,250",H,
Texas,2014,King mackerel,0,R,
Texas,2014,Red drum,"254,595",H,
Texas,2014,Red drum,0,R,
Texas,2014,Red snapper,"39,972",H,
Texas,2014,Red snapper,0,R,
Texas,2014,Sand seatrout,"168,063",H,
Texas,2014,Sand seatrout,0,R,
Texas,2014,Sheepshead,"49,101",H,
Texas,2014,Sheepshead,0,R,
Texas,2014,South flounder,"83,566",H,
Texas,2014,South flounder,0,R,
Texas,2014,Spanish mackerel,"2,324",H,
Texas,2014,Spanish mackerel,0,R,
Texas,2014,Spotted seatrout,"619,145",H,
Texas,2014,Spotted seatrout,0,R,
Texas,2015,Atlantic croaker,"213,012",H,
Texas,2015,Atlantic croaker,0,R,
Texas,2015,Black drum,"130,677",H,
Texas,2015,Black drum,0,R,
Texas,2015,King mackerel,"8,553",H,
Texas,2015,King mackerel,0,R,
Texas,2015,Red drum,"244,041",H,
Texas,2015,Red drum,0,R,
Texas,2015,Red snapper,"49,948",H,
Texas,2015,Red snapper,0,R,
Texas,2015,Sand seatrout,"94,789",H,
Texas,2015,Sand seatrout,0,R,
Texas,2015,Sheepshead,"47,872",H,
Texas,2015,Sheepshead,0,R,
Texas,2015,South flounder,"84,641",H,
Texas,2015,South flounder,0,R,
Texas,2015,Spanish mackerel,"2,409",H,
Texas,2015,Spanish mackerel,0,R,
Texas,2015,Spotted seatrout,"837,009",H,
Texas,2015,Spotted seatrout,0,R,
Texas,2016,Atlantic croaker,"126,304",H,
Texas,2016,Atlantic croaker,0,R,
Texas,2016,Black drum,"140,424",H,
Texas,2016,Black drum,0,R,
Texas,2016,King mackerel,"11,608",H,
Texas,2016,King mackerel,0,R,
Texas,2016,Red drum,"286,067",H,
Texas,2016,Red drum,0,R,
Texas,2016,Red snapper,"29,169",H,
Texas,2016,Red snapper,0,R,
Texas,2016,Sand seatrout,"153,625",H,
Texas,2016,Sand seatrout,0,R,
Texas,2016,Sheepshead,"100,202",H,
Texas,2016,Sheepshead,0,R,
Texas,2016,South flounder,"111,076",H,
Texas,2016,South flounder,0,R,
Texas,2016,Spanish mackerel,"4,771",H,
Texas,2016,Spanish mackerel,0,R,
Texas,2016,Spotted seatrout,"1,026,502",H,
Texas,2016,Spotted seatrout,0,R,
Texas,2017,Atlantic croaker,"66,672",H,
Texas,2017,Atlantic croaker,0,R,
Texas,2017,Black drum,"166,903",H,
Texas,2017,Black drum,0,R,
Texas,2017,King mackerel,"15,165",H,
Texas,2017,King mackerel,0,R,
Texas,2017,Red drum,"299,864",H,
Texas,2017,Red drum,0,R,
Texas,2017,Red snapper,"46,027",H,
Texas,2017,Red snapper,0,R,
Texas,2017,Sand seatrout,"78,946",H,
Texas,2017,Sand seatrout,0,R,
Texas,2017,Sheepshead,"61,233",H,
Texas,2017,Sheepshead,0,R,
Texas,2017,South flounder,"70,392",H,
Texas,2017,South flounder,0,R,
Texas,2017,Spanish mackerel,"6,394",H,
Texas,2017,Spanish mackerel,0,R,
Texas,2017,Spotted seatrout,"963,306",H,
Texas,2017,Spotted seatrout,0,R,
Texas,2018,Atlantic croaker,"64,129",H,
Texas,2018,Atlantic croaker,0,R,
Texas,2018,Black drum,"129,037",H,
Texas,2018,Black drum,0,R,
Texas,2018,King mackerel,"24,283",H,
Texas,2018,King mackerel,0,R,
Texas,2018,Red drum,"273,605",H,
Texas,2018,Red drum,0,R,
Texas,2018,Red snapper,"54,422",H,
Texas,2018,Red snapper,0,R,
Texas,2018,Sand seatrout,"51,722",H,
Texas,2018,Sand seatrout,0,R,
Texas,2018,Sheepshead,"82,685",H,
Texas,2018,Sheepshead,0,R,
Texas,2018,South flounder,"33,362",H,
Texas,2018,South flounder,0,R,
Texas,2018,Spanish mackerel,"5,859",H,
Texas,2018,Spanish mackerel,0,R,
Texas,2018,Spotted seatrout,"737,181",H,
Texas,2018,Spotted seatrout,0,R,
Texas,2019,Atlantic croaker,"55,683",H,
Texas,2019,Atlantic croaker,0,R,
Texas,2019,Black drum,"188,962",H,
Texas,2019,Black drum,0,R,
Texas,2019,King mackerel,"18,006",H,
Texas,2019,King mackerel,0,R,
Texas,2019,Red drum,"330,186",H,
Texas,2019,Red drum,0,R,
Texas,2019,Red snapper,"80,373",H,
Texas,2019,Red snapper,0,R,
Texas,2019,Sand seatrout,"117,930",H,
Texas,2019,Sand seatrout,0,R,
Texas,2019,Sheepshead,"129,324",H,
Texas,2019,Sheepshead,0,R,
Texas,2019,South flounder,"76,535",H,
Texas,2019,South flounder,0,R,
Texas,2019,Spanish mackerel,"2,262",H,
Texas,2019,Spanish mackerel,0,R,
Texas,2019,Spotted seatrout,"1,067,461",H,
Texas,2019,Spotted seatrout,0,R,
Texas,2020,Atlantic croaker,"109,936",H,
Texas,2020,Atlantic croaker,0,R,
Texas,2020,Black drum,"165,318",H,
Texas,2020,Black drum,0,R,
Texas,2020,King mackerel,"10,831",H,
Texas,2020,King mackerel,0,R,
Texas,2020,Red drum,"325,372",H,
Texas,2020,Red drum,0,R,
Texas,2020,Red snapper,"45,451",H,
Texas,2020,Red snapper,0,R,
Texas,2020,Sand seatrout,"99,652",H,
Texas,2020,Sand seatrout,0,R,
Texas,2020,Sheepshead,"50,291",H,
Texas,2020,Sheepshead,0,R,
Texas,2020,South flounder,"74,752",H,
Texas,2020,South flounder,0,R,
Texas,2020,Spanish mackerel,"1,336",H,
Texas,2020,Spanish mackerel,0,R,
Texas,2020,Spotted seatrout,"860,624",H,
Texas,2020,Spotted seatrout,0,R,
Texas,2021,Atlantic croaker,"81,377",H,
Texas,2021,Atlantic croaker,0,R,
Texas,2021,Black drum,"145,662",H,
Texas,2021,Black drum,0,R,
Texas,2021,King mackerel,"5,790",H,
Texas,2021,King mackerel,0,R,
Texas,2021,Red drum,"342,447",H,
Texas,2021,Red drum,0,R,
Texas,2021,Red snapper,"39,345",H,
Texas,2021,Red snapper,0,R,
Texas,2021,Sand seatrout,"117,196",H,
Texas,2021,Sand seatrout,0,R,
Texas,2021,Sheepshead,"46,433",H,
Texas,2021,Sheepshead,0,R,
Texas,2021,South flounder,"41,056",H,
Texas,2021,South flounder,0,R,
Texas,2021,Spanish mackerel,0,R,
Texas,2021,Spanish mackerel,341,H,
Texas,2021,Spotted seatrout,"412,722",H,
Texas,2021,Spotted seatrout,0,R,
Texas,2022,Atlantic croaker,"83,220",H,
Texas,2022,Atlantic croaker,0,R,
Texas,2022,Black drum,"205,347",H,
Texas,2022,Black drum,0,R,
Texas,2022,King mackerel,"2,494",H,
Texas,2022,King mackerel,0,R,
Texas,2022,Red drum,"418,205",H,
Texas,2022,Red drum,0,R,
Texas,2022,Red snapper,"32,926",H,
Texas,2022,Red snapper,0,R,
Texas,2022,Sand seatrout,"60,390",H,
Texas,2022,Sand seatrout,0,R,
Texas,2022,Sheepshead,"44,084",H,
Texas,2022,Sheepshead,0,R,
Texas,2022,South flounder,"40,401",H,
Texas,2022,South flounder,0,R,
Texas,2022,Spanish mackerel,0,R,
Texas,2022,Spanish mackerel,889,H,
Texas,2022,Spotted seatrout,"365,950",H,
Texas,2022,Spotted seatrout,0,R,
Virginia,2013,Atlantic croaker,"12,517,286",H,
Virginia,2013,Atlantic croaker,"18,480,099",R,
Virginia,2013,Black sea bass,"1,505,573",R,
Virginia,2013,Black sea bass,"46,145",H,
Virginia,2013,Cobia,"24,145",H,
Virginia,2013,Cobia,"35,731",R,
Virginia,2013,Red drum,"333,590",H,
Virginia,2013,Red drum,"576,743",R,
Virginia,2013,Spot,"11,733,669",H,
Virginia,2013,Spot,"7,549,286",R,
Virginia,2013,Spotted seatrout,"153,706",H,
Virginia,2013,Spotted seatrout,"738,474",R,
Virginia,2013,Striped bass,"302,316",H,
Virginia,2013,Striped bass,"503,041",R,
Virginia,2013,Summer flounder,"1,509,801",R,
Virginia,2013,Summer flounder,"560,044",H,
Virginia,2013,Tautog,"19,721",H,
Virginia,2013,Tautog,"54,433",R,
Virginia,2013,Weakfish,"205,203",R,
Virginia,2013,Weakfish,"4,336",H,
Virginia,2014,Atlantic croaker,"10,314,405",R,
Virginia,2014,Atlantic croaker,"9,533,829",H,
Virginia,2014,Black sea bass,"1,961,727",R,
Virginia,2014,Black sea bass,"77,629",H,
Virginia,2014,Cobia,"21,585",H,
Virginia,2014,Cobia,"58,092",R,
Virginia,2014,Red drum,"1,108,646",R,
Virginia,2014,Red drum,"251,501",H,
Virginia,2014,Spot,"13,652,625",H,
Virginia,2014,Spot,"4,125,116",R,
Virginia,2014,Spotted seatrout,"1,059,287",R,
Virginia,2014,Spotted seatrout,"84,537",H,
Virginia,2014,Striped bass,"131,231",H,
Virginia,2014,Striped bass,"737,784",R,
Virginia,2014,Summer flounder,"2,230,054",R,
Virginia,2014,Summer flounder,"439,084",H,
Virginia,2014,Tautog,"197,192",R,
Virginia,2014,Tautog,"87,315",H,
Virginia,2014,Weakfish,"32,380",H,
Virginia,2014,Weakfish,"374,944",R,
Virginia,2015,Atlantic croaker,"6,815,343",R,
Virginia,2015,Atlantic croaker,"8,024,381",H,
Virginia,2015,Black sea bass,"647,481",R,
Virginia,2015,Black sea bass,"65,998",H,
Virginia,2015,Cobia,"38,672",H,
Virginia,2015,Cobia,"40,689",R,
Virginia,2015,Red drum,"22,102",H,
Virginia,2015,Red drum,"78,590",R,
Virginia,2015,Spot,"1,731,063",H,
Virginia,2015,Spot,"1,896,698",R,
Virginia,2015,Spotted seatrout,"23,062",H,
Virginia,2015,Spotted seatrout,"834,028",R,
Virginia,2015,Striped bass,"1,709,298",R,
Virginia,2015,Striped bass,"207,666",H,
Virginia,2015,Summer flounder,"1,718,109",R,
Virginia,2015,Summer flounder,"333,905",H,
Virginia,2015,Tautog,"24,493",H,
Virginia,2015,Tautog,"45,621",R,
Virginia,2015,Weakfish,"10,286",H,
Virginia,2015,Weakfish,"232,363",R,
Virginia,2016,Atlantic croaker,"6,993,470",R,
Virginia,2016,Atlantic croaker,"7,276,719",H,
Virginia,2016,Black sea bass,"1,868,869",R,
Virginia,2016,Black sea bass,"81,064",H,
Virginia,2016,Cobia,"43,780",H,
Virginia,2016,Cobia,"81,482",R,
Virginia,2016,Red drum,"15,866",H,
Virginia,2016,Red drum,"164,575",R,
Virginia,2016,Spot,"2,858,405",R,
Virginia,2016,Spot,"5,279,153",H,
Virginia,2016,Spotted seatrout,"163,529",H,
Virginia,2016,Spotted seatrout,"3,708,969",R,
Virginia,2016,Striped bass,"1,637,664",R,
Virginia,2016,Striped bass,"138,142",H,
Virginia,2016,Summer flounder,"211,647",H,
Virginia,2016,Summer flounder,"566,604",R,
Virginia,2016,Tautog,"143,973",R,
Virginia,2016,Tautog,"39,759",H,
Virginia,2016,Weakfish,"1,467,470",R,
Virginia,2016,Weakfish,"37,664",H,
Virginia,2017,Atlantic croaker,"7,644,516",H,
Virginia,2017,Atlantic croaker,"8,464,305",R,
Virginia,2017,Black sea bass,"2,271,662",R,
Virginia,2017,Black sea bass,"96,696",H,
Virginia,2017,Cobia,"14,613",H,
Virginia,2017,Cobia,"77,184",R,
Virginia,2017,Red drum,"1,722,624",R,
Virginia,2017,Red drum,"347,147",H,
Virginia,2017,Spot,"15,944,413",H,
Virginia,2017,Spot,"3,335,800",R,
Virginia,2017,Spotted seatrout,"172,288",H,
Virginia,2017,Spotted seatrout,"3,154,996",R,
Virginia,2017,Striped bass,"1,337,714",R,
Virginia,2017,Striped bass,"108,090",H,
Virginia,2017,Summer flounder,"1,610,215",R,
Virginia,2017,Summer flounder,"188,346",H,
Virginia,2017,Tautog,"22,260",H,
Virginia,2017,Tautog,"75,896",R,
Virginia,2017,Weakfish,"14,464",H,
Virginia,2017,Weakfish,"454,549",R,
Virginia,2018,Atlantic croaker,"5,359,179",R,
Virginia,2018,Atlantic croaker,"5,472,329",H,
Virginia,2018,Black sea bass,"1,472,012",R,
Virginia,2018,Black sea bass,"87,140",H,
Virginia,2018,Cobia,"194,865",R,
Virginia,2018,Cobia,"80,679",H,
Virginia,2018,Red drum,"6,334",H,
Virginia,2018,Red drum,"85,338",R,
Virginia,2018,Spot,"3,043,068",R,
Virginia,2018,Spot,"7,360,908",H,
Virginia,2018,Spotted seatrout,"189,537",H,
Virginia,2018,Spotted seatrout,"4,455,420",R,
Virginia,2018,Striped bass,"1,247,047",R,
Virginia,2018,Striped bass,"56,821",H,
Virginia,2018,Summer flounder,"145,726",H,
Virginia,2018,Summer flounder,"874,348",R,
Virginia,2018,Tautog,"72,656",R,
Virginia,2018,Tautog,"8,186",H,
Virginia,2018,Weakfish,"233,912",R,
Virginia,2018,Weakfish,"5,556",H,
Virginia,2019,Atlantic croaker,"3,055,510",H,
Virginia,2019,Atlantic croaker,"6,642,685",R,
Virginia,2019,Black sea bass,"1,903,352",R,
Virginia,2019,Black sea bass,"230,844",H,
Virginia,2019,Cobia,"184,716",R,
Virginia,2019,Cobia,"55,770",H,
Virginia,2019,Red drum,"205,824",H,
Virginia,2019,Red drum,"865,957",R,
Virginia,2019,Spot,"4,509,930",R,
Virginia,2019,Spot,"7,647,077",H,
Virginia,2019,Spotted seatrout,"2,865,887",R,
Virginia,2019,Spotted seatrout,"596,428",H,
Virginia,2019,Striped bass,"44,569",H,
Virginia,2019,Striped bass,"655,047",R,
Virginia,2019,Summer flounder,"149,785",H,
Virginia,2019,Summer flounder,"2,299,575",R,
Virginia,2019,Tautog,"27,215",H,
Virginia,2019,Tautog,"74,712",R,
Virginia,2019,Weakfish,"38,292",H,
Virginia,2019,Weakfish,"817,168",R,
Virginia,2020,Atlantic croaker,"6,223,025",R,
Virginia,2020,Atlantic croaker,"6,529,494",H,
Virginia,2020,Black sea bass,"2,361,214",R,
Virginia,2020,Black sea bass,"274,629",H,
Virginia,2020,Cobia,"146,913",R,
Virginia,2020,Cobia,"50,287",H,
Virginia,2020,Red drum,"214,069",H,
Virginia,2020,Red drum,"716,277",R,
Virginia,2020,Spot,"14,963,420",H,
Virginia,2020,Spot,"5,156,762",R,
Virginia,2020,Spotted seatrout,"2,830,854",R,
Virginia,2020,Spotted seatrout,"591,624",H,
Virginia,2020,Striped bass,"52,222",H,
Virginia,2020,Striped bass,"928,668",R,
Virginia,2020,Summer flounder,"1,413,266",R,
Virginia,2020,Summer flounder,"143,966",H,
Virginia,2020,Tautog,"114,015",R,
Virginia,2020,Tautog,"63,372",H,
Virginia,2020,Weakfish,"16,597",H,
Virginia,2020,Weakfish,"316,620",R,
Virginia,2021,Atlantic croaker,"1,862,543",H,
Virginia,2021,Atlantic croaker,"4,306,221",R,
Virginia,2021,Black sea bass,"2,984,018",R,
Virginia,2021,Black sea bass,"444,313",H,
Virginia,2021,Cobia,"187,872",R,
Virginia,2021,Cobia,"57,135",H,
Virginia,2021,Red drum,"1,272,609",R,
Virginia,2021,Red drum,"256,281",H,
Virginia,2021,Spot,"12,486,597",H,
Virginia,2021,Spot,"3,526,780",R,
Virginia,2021,Spotted seatrout,"3,035,971",R,
Virginia,2021,Spotted seatrout,"399,529",H,
Virginia,2021,Striped bass,"536,047",R,
Virginia,2021,Striped bass,"69,595",H,
Virginia,2021,Summer flounder,"1,364,890",R,
Virginia,2021,Summer flounder,"221,123",H,
Virginia,2021,Tautog,"27,948",H,
Virginia,2021,Tautog,"85,997",R,
Virginia,2021,Weakfish,"281,452",R,
Virginia,2021,Weakfish,"7,196",H,
Virginia,2022,Atlantic croaker,"1,969,042",H,
Virginia,2022,Atlantic croaker,"7,193,201",R,
Virginia,2022,Black sea bass,"2,519,336",R,
Virginia,2022,Black sea bass,"342,624",H,
Virginia,2022,Cobia,"39,668",H,
Virginia,2022,Cobia,"84,150",R,
Virginia,2022,Red drum,"163,962",H,
Virginia,2022,Red drum,"770,731",R,
Virginia,2022,Spot,"7,767,650",R,
Virginia,2022,Spot,"8,928,353",H,
Virginia,2022,Spotted seatrout,"2,291,186",R,
Virginia,2022,Spotted seatrout,"248,150",H,
Virginia,2022,Striped bass,"324,386",R,
Virginia,2022,Striped bass,"54,977",H,
Virginia,2022,Summer flounder,"1,499,710",R,
Virginia,2022,Summer flounder,"385,560",H,
Virginia,2022,Tautog,"106,959",H,
Virginia,2022,Tautog,"249,691",R,
Virginia,2022,Weakfish,"337,075",R,
Virginia,2022,Weakfish,"46,864",H,
Washington,2013,Albacore tuna,"54,352",H,
Washington,2013,Albacore tuna,14,R,
Washington,2013,Black rockfish,"21,433",R,
Washington,2013,Black rockfish,"258,903",H,
Washington,2013,Cabezon,"1,768",R,
Washington,2013,Cabezon,"3,078",H,
Washington,2013,Chinook salmon,"120,368",H,
Washington,2013,Chinook salmon,"152,650",R,
Washington,2013,Coho salmon,"147,988",R,
Washington,2013,Coho salmon,"164,861",H,
Washington,2013,Greenlings (excluding lingcod),"15,210",H,"Greenlings (excluding lingcod) include greenling family, greenling genus, kelp greenling, rock greenling, whitespotted greenling, longspine combfish, shortspine combfish, and painted greenling."
Washington,2013,Greenlings (excluding lingcod),"8,099",R,
Washington,2013,Lingcod,"34,714",R,
Washington,2013,Lingcod,"44,786",H,
Washington,2013,Other flatfishes,"61,721",R,
Washington,2013,Other flatfishes,"94,338",H,"Other flatfishes include unidentified flounder or sole, flatfish order, lefteye flounder family, whiff genus, sanddab genus, Pacific sanddab, speckled sanddab, longfin sanddab, California halibut, bigmouth sole, fantail sole, righteye flounder family, arrowtooth flounder, petrale sole, rex sole, flathead sole, butter sole, rock sole, dover sole, english sole, starry flounder, c-o sole, curlfin sole, spotted turbot, hornyhead turbot, sand sole, and diamond turbot."
